	x_1	x_2	y
10745	defeats Sonnen in the first round by TKO	And Jon Jones won by TKO in the last 30 seconds of the first round	1
10746	defeats Sonnen in the first round by TKO	I was not surprised by Jon Jones TKO over Chael Sonnen	1
10747	defeats Sonnen in the first round by TKO	Jon Jones tko's Chael Sonnen in the 1st round	1
10748	defeats Sonnen in the first round by TKO	Jones defeats Chael Sonnen by TKO in 1st Round to retain UFC light heavyweight championship	1
10749	defeats Sonnen in the first round by TKO	jones got a TKO at the end of the 1st	1
10750	defeats Sonnen in the first round by TKO	jones with the 1st rd TKO	1
10751	defeats Sonnen in the first round by TKO	nah he won tko in the first round	1
10752	defeats Sonnen in the first round by TKO	the round you lost in by TKO to the champion	1
10753	defeats Sonnen in the first round by TKO	yeah jones first round with TKO	1
10754	Jon Jones TKOd Chael Sonnen	1st round TKO in the title fight	0
10755	Jon Jones TKOd Chael Sonnen	Chael would win by tko if he got through the round	0
10756	Jon Jones TKOd Chael Sonnen	JON JONES IS JUST TKOD CHAEL SONNEN IN THE FIRST ROUND	1
10757	Jon Jones TKOd Chael Sonnen	Johnny bones jones with that 1st round tko victory	1
10758	Jon Jones TKOd Chael Sonnen	Jon Bones Jones winner by TKO	1
10759	Jon Jones TKOd Chael Sonnen	Jon Jones wins easy 1st round TKO	1
10760	Jon Jones TKOd Chael Sonnen	Jon won 1st round TKO has a broken toe	1
10761	Jon Jones TKOd Chael Sonnen	Jones venceu Sonnen por TKO no 1 round	1
10762	Jon Jones TKOd Chael Sonnen	Sonnen just suffered a 1st round TKO to Jon Jones	1
10763	Jon Jones TKOd Chael Sonnen	jon jones wins in the first round TKO	1
10764	jon jones wins in the first round TKO	Bones Jones tko in the 1st round	1
10765	jon jones wins in the first round TKO	Got word that Jones got a first round TKO	1
10766	jon jones wins in the first round TKO	Jon Jones win do to tko	1
10767	jon jones wins in the first round TKO	Jon Jones wins 1st round via TKO	1
10768	jon jones wins in the first round TKO	Jon jones defends his UFC lightheavyweight title by first round tko of Chael Sonnen	1
10769	jon jones wins in the first round TKO	Jones got him with the TKO at the end of the first round	1
10770	jon jones wins in the first round TKO	Jones won via TKO first round with a broken foot	1
10771	jon jones wins in the first round TKO	That's my boy John Jones with the win 433 first round TKO	1
10772	jon jones wins in the first round TKO	still champion tko first round	0
10773	jon jones wins in the first round TKO	tko Jones like 2 minutes in	1
10774	Jon Jones won by TKO in the first round	Jon Jones beats Sonnen TKO	1
10775	Jon Jones won by TKO in the first round	Jon Jones tkod him first round with a broken toe	1
10776	Jon Jones won by TKO in the first round	Jon Jones with the first round tko	1
10777	Jon Jones won by TKO in the first round	Jones TKO via ground and pound at end of 1st round	1
10778	Jon Jones won by TKO in the first round	Jones by TKO with a minute left in the first	1
10779	Jon Jones won by TKO in the first round	Jones just won tko in the 1st round	1
10780	Jon Jones won by TKO in the first round	M Bisping by round 1 TKO	0
10781	Jon Jones won by TKO in the first round	Sonnen lost 1st Round TKO to Bones Jones	1
10782	Jon Jones won by TKO in the first round	TKO but dominated him first round	1
10783	Jon Jones won by TKO in the first round	eww Sonnen talked all that shit and gets TKOd in the first round	1
10784	Jones with a TKO in the first round Tss	David won by TKO in the first round	0
10785	Jones with a TKO in the first round Tss	Got word that Jones got a first round TKO	1
10786	Jones with a TKO in the first round Tss	Hey tylerwinkeljohn Jon Jones won by TKO 1st round but ummm	1
10787	Jones with a TKO in the first round Tss	Jon jones won already TKO 1st round	1
10788	Jones with a TKO in the first round Tss	Jones just beat Sonnen easily in the 1st round via TKO from ground and pound	1
10789	Jones with a TKO in the first round Tss	Jones really TKOd Sonnen in the first round	1
10790	Jones with a TKO in the first round Tss	Jones takes Sonnen out via TKO First Round	1
10791	Jones with a TKO in the first round Tss	TKO in the first round laughing out loud	0
10792	Jones with a TKO in the first round Tss	WOOOOOO TKO IN THE 1ST ROUND	1
10793	Jones with a TKO in the first round Tss	eww Sonnen talked all that shit and gets TKOd in the first round	0
10794	Jon Jones in the 1st round by tko	1st round TKO jones is the best smdh	1
10795	Jon Jones in the 1st round by tko	Broken big toe and TKO on the 1st round	0
10796	Jon Jones in the 1st round by tko	HAHA JONNY BONES JONES BY TKO IN THE FIRST ROUND	1
10797	Jon Jones in the 1st round by tko	Jon Jones def Chael Sonnen by TKO at 433 of Round 1	1
10798	Jon Jones in the 1st round by tko	Jon Jones via 1st round TKO	1
10799	Jon Jones in the 1st round by tko	Jon jones wins via tko in the first round	1
10800	Jon Jones in the 1st round by tko	Jones bullied Chael in one and forced a TKO	1
10801	Jon Jones in the 1st round by tko	Jonny Bones Jones won by TKO in the first round	1
10802	Jon Jones in the 1st round by tko	Tko in the first round cmon UFC give Jon Jones more	1
10803	Jon Jones in the 1st round by tko	jones 1st round tko smoked sonnen	1
10804	And Jon Jones TKOd Sunnen in the first	A first round tko and 2	0
10805	And Jon Jones TKOd Sunnen in the first	Jon Jones defeats Chael Sonnen by TKO in the 1st Rd	1
10806	And Jon Jones TKOd Sunnen in the first	Jon Jones wins it by TKO at 4 minutes into the first	1
10807	And Jon Jones TKOd Sunnen in the first	Jon won 1st round TKO has a broken toe	1
10808	And Jon Jones TKOd Sunnen in the first	Jones just beat Sonnen easily in the 1st round via TKO from ground and pound	1
10809	And Jon Jones TKOd Sunnen in the first	Jones really TKOd Sonnen in the first round	1
10810	And Jon Jones TKOd Sunnen in the first	Jones vicious first round TKO	1
10811	And Jon Jones TKOd Sunnen in the first	TKO a favor de Jones	0
10812	And Jon Jones TKOd Sunnen in the first	Thank God Sonnen got TKOd first round	0
10813	And Jon Jones TKOd Sunnen in the first	got TKOD in the first round by JonnyBones	0
10814	jon jones wins in the first round TKO	Bones Jones won with a TKO in the first round	1
10815	jon jones wins in the first round TKO	CHAEL SONNEN via 1ST RD TKO	0
10816	jon jones wins in the first round TKO	Jon Jones TKOD Sonnen in first round	1
10817	jon jones wins in the first round TKO	Jon Jones defeated Chael Sonnen by TKO in round 1	1
10818	jon jones wins in the first round TKO	Jon Jones tkod him first round with a broken toe	1
10819	jon jones wins in the first round TKO	Jon Jones win do to tko	1
10820	jon jones wins in the first round TKO	OH FUCK TKO IN THE FIRST ROUND JON BONES JONES WINS	1
10821	jon jones wins in the first round TKO	Round one TKO victory for Jones	1
10822	jon jones wins in the first round TKO	That was fast jones won in the first rd tko	1
10823	jon jones wins in the first round TKO	yeah he got a 1st round TKO	1
10824	on our way to Taco Bell	Actualllyyyy I know more female taco bell enthusiasts than male	0
10825	on our way to Taco Bell	I cant wait for this Taco Bell	0
10826	on our way to Taco Bell	Ill bring donuts if you guys get me taco bell	0
10827	on our way to Taco Bell	Out here with that Taco Bell	1
10828	on our way to Taco Bell	Taco Bell is legit Mexican food up here in OKC	0
10829	on our way to Taco Bell	Taco bell sounds so fucking good	0
10830	on our way to Taco Bell	The amount of taco bell I have eaten the past 4 days is ridiculous	0
10831	on our way to Taco Bell	With Taco Bell on her lap too	0
10832	on our way to Taco Bell	should I eat at Taco Bell tomorrow	0
10833	on our way to Taco Bell	yall fat you just came to Taco Bell	0
10834	Taco bell is open and mcdonalds isnt	But was it better than Taco Bell	0
10835	Taco bell is open and mcdonalds isnt	I bring my chihuahua when I go to taco bell	0
10836	Taco bell is open and mcdonalds isnt	I just want Taco Bell now	0
10837	Taco bell is open and mcdonalds isnt	In return I think Taco Bell will be accepted	0
10838	Taco bell is open and mcdonalds isnt	Inviting you to a taco bell dinner	0
10839	Taco bell is open and mcdonalds isnt	It's been 2 weeks since I had Taco Bell	0
10840	Taco bell is open and mcdonalds isnt	Just just had the best Pepsi from Taco Bell	0
10841	Taco bell is open and mcdonalds isnt	Late night Saturday and McDonalds Taco Bell and Waffle House are all trending	0
10842	Taco bell is open and mcdonalds isnt	Someone say Taco Bell one more time	0
10843	Taco bell is open and mcdonalds isnt	Taco bell sounds so fucking good	0
10844	I saw your brother at taco Bell	Hungry for some Panda hungry for some Taco Bell	0
10845	I saw your brother at taco Bell	I fucking love taco bell I dont care what its made of that shit is gooood	0
10846	I saw your brother at taco Bell	I had burger early and Taco Bell like an hour ago	0
10847	I saw your brother at taco Bell	I had some fire taco bell tonight tho	0
10848	I saw your brother at taco Bell	I still wish Taco Bell delivered	0
10849	I saw your brother at taco Bell	Ive yet to try the cool ranch Taco from Taco Bell	0
10850	I saw your brother at taco Bell	Like if I end up with Taco Bell	0
10851	I saw your brother at taco Bell	You know that Taco bell plan we had	0
10852	I saw your brother at taco Bell	be right back babe ima go get some taco bell	0
10853	I saw your brother at taco Bell	by the way I didnt get lost on the way back from Taco Bell tonight	0
10854	Taco Bell is out of beans	Dont put Taco bell sauce packets in the microwave	0
10855	Taco Bell is out of beans	For every 3 drunk people at Taco Bell there is one sober person	0
10856	Taco Bell is out of beans	I had burger early and Taco Bell like an hour ago	0
10857	Taco Bell is out of beans	I saw your brother at taco Bell	0
10858	Taco Bell is out of beans	I want Taco Bell and Waffle House	0
10859	Taco Bell is out of beans	So glad my dad gets sydney and I taco bell at 130	0
10860	Taco Bell is out of beans	Steal a car and take me to Taco Bell	0
10861	Taco Bell is out of beans	Taco Bell I wonder if this is true	0
10862	Taco Bell is out of beans	This Taco Bell line blowin me	0
10863	Taco Bell is out of beans	so guessing you just got you some Taco Bell	0
10864	I realllllly want someone to pick me up some taco bell right now	I REMEMBER WE WERE THE COUPLE OF THE YEAR IN TACO BELL	0
10865	I realllllly want someone to pick me up some taco bell right now	I love a late night Taco Bell run	1
10866	I realllllly want someone to pick me up some taco bell right now	I love kylieeeee4 and kleinspencer right now for taking me to Taco Bell	1
10867	I realllllly want someone to pick me up some taco bell right now	I'm tryna go to Taco Bell	1
10868	I realllllly want someone to pick me up some taco bell right now	Pj a real ass nigga for bringing me that Taco Bell earlier	1
10869	I realllllly want someone to pick me up some taco bell right now	Prayer circle that taco Bell is still open because I didnt eat today	1
10870	I realllllly want someone to pick me up some taco bell right now	Taco Bell would be heaven right now	1
10871	I realllllly want someone to pick me up some taco bell right now	at least give me free Taco Bell	0
10872	I realllllly want someone to pick me up some taco bell right now	tomorrow at 5 at taco bell in Baxter to sell wristbands	0
10873	I realllllly want someone to pick me up some taco bell right now	you really got ta bring up Taco Bell though	1
10874	I told them fools to come to Taco Bell	Cool ranch tacos from TACO BELL	0
10875	I told them fools to come to Taco Bell	I could smash some taco bell right now	0
10876	I told them fools to come to Taco Bell	Making it to Taco Bell right before it closes	0
10877	I told them fools to come to Taco Bell	Out here with that Taco Bell	0
10878	I told them fools to come to Taco Bell	The best conversations happen in cars at 230 am over taco bell	0
10879	I told them fools to come to Taco Bell	The everlasting wait in the Taco Bell drive thru	0
10880	I told them fools to come to Taco Bell	This is the 3rd time I ate Taco Bell	0
10881	I told them fools to come to Taco Bell	Waco to Anson in three hours flat including a Taco Bell stop	0
10882	I told them fools to come to Taco Bell	because they think Taco Bell is better	0
10883	I told them fools to come to Taco Bell	she goes to Taco Bell and then goes home to make twerk videos	0
10884	I cant wait for this Taco Bell	Dre I'm getting you Taco Bell	0
10885	I cant wait for this Taco Bell	I GOT LOADED GRILLERS FROM TACO BELL	0
10886	I cant wait for this Taco Bell	I'm so hungry bring me Taco Bell	1
10887	I cant wait for this Taco Bell	It was between going to apple annies or getting taco bell and going back home	0
10888	I cant wait for this Taco Bell	Or just bring me some Taco Bell	0
10889	I cant wait for this Taco Bell	Taco Bell Keeps Calling Me They Want Me To Indulge In Their Food	0
10890	I cant wait for this Taco Bell	Taco Bell has a dollar menu	0
10891	I cant wait for this Taco Bell	We all just simultaneously clapped for Taco Bell	0
10892	I cant wait for this Taco Bell	Youre out to damn late when Taco Bell isnt even open	0
10893	I cant wait for this Taco Bell	youre tweet makes me want Taco Bell now	1
10894	I actually do want Taco Bell now	Does everybody go to Taco Bell at night	0
10895	I actually do want Taco Bell now	I could live off of Taco Bell	1
10896	I actually do want Taco Bell now	Is this Taco Bell drive thru serious right now	0
10897	I actually do want Taco Bell now	Me and MamaKarlss still need to have our taco bell date	0
10898	I actually do want Taco Bell now	On the hunt for a taco bell because jennabreanne13 really wanted tacos	1
10899	I actually do want Taco Bell now	Taco Bell past midnight and McDonaldsBurger King for lunch two days in a row	0
10900	I actually do want Taco Bell now	The only thing I think about when I'm drunk is taco bell	1
10901	I actually do want Taco Bell now	This Taco Bell Gone Ride Tho	0
10902	I actually do want Taco Bell now	WHY is Taco Bell a Trending Topic	0
10903	I actually do want Taco Bell now	yall fat you just came to Taco Bell	0
10904	The man who created taco bell is the only man I need	Anyone wan not applicable being me Taco Bell	0
10905	The man who created taco bell is the only man I need	CAN I GET SOME TACO BELL AND MCNUGGETS IN HERE	0
10906	The man who created taco bell is the only man I need	Everyone and their grandma is at Taco Bell right now	0
10907	The man who created taco bell is the only man I need	I knows it's after 2am because Taco Bell is trending	0
10908	The man who created taco bell is the only man I need	I thought as a culture we had gotten over the Taco Bell dog's bad grammar	0
10909	The man who created taco bell is the only man I need	Someone should bring me Taco Bell and ill love them forever	1
10910	The man who created taco bell is the only man I need	That means better than Taco Bell Del Taco and many more	0
10911	The man who created taco bell is the only man I need	Wow Madison you must really like Taco Bell like I do as well	0
10912	The man who created taco bell is the only man I need	love starts at the Taco Bell next to Kennedy	0
10913	The man who created taco bell is the only man I need	my Taco Bell hot sauce packet	0
10914	Cause taco bell is right up the street	Basically how we got to Taco Bell	0
10915	Cause taco bell is right up the street	Buying the ratchets taco bell is my good deed for the night	0
10916	Cause taco bell is right up the street	I just are wayyy to much Taco Bell	0
10917	Cause taco bell is right up the street	oh my god Taco Bell sounds sooo good right now	0
10918	Cause taco bell is right up the street	Stopping for Taco Bell on the way home was the best idea ever	0
10919	Cause taco bell is right up the street	Taco Bell is a beautiful thing	0
10920	Cause taco bell is right up the street	Taco Bell with katykatykaty93 KirolosPaul LeahWhelan3 and MickiD	0
10921	Cause taco bell is right up the street	This taco bell is so heavenly right now	0
10922	Cause taco bell is right up the street	Waffle House Netflix McDonalds and Taco Bell are all trending right now	0
10923	Cause taco bell is right up the street	wan not applicable come down to Nanaimo like right now and get some Taco Bell	0
10924	Taj Gibson with the facial on Humphries	But Taj Gibson took a dump on Kris Humpries with that dunk	0
10925	Taj Gibson with the facial on Humphries	Did yall see taj Gibson's disrespectful dunk	1
10926	Taj Gibson with the facial on Humphries	oh my god TAJ GIBSON JUST HAD THE POSTERIZATION OF THE POSTSEASON RIGHT THERE	0
10927	Taj Gibson with the facial on Humphries	Taj Gibson fed kris humphries his nuts	1
10928	Taj Gibson with the facial on Humphries	Taj Gibson just nutted on Kris Humphries	1
10929	Taj Gibson with the facial on Humphries	Taj Gibson just put Humphries on a POSTER good god	0
10930	Taj Gibson with the facial on Humphries	Taj Gibson just put Humphries on his poster	0
10931	Taj Gibson with the facial on Humphries	Taj Gibson just threw down probably the best dunk of the playoffs	0
10932	Taj Gibson with the facial on Humphries	Taj Gibson put kris humphries on a poster	1
10933	Taj Gibson with the facial on Humphries	VideoTaj Gibson completely disrespecting Kris Humphries with a monster dunk	1
10934	What are the chances Tavon Austin goes to Carolina	If we move up to draft Tavon Austin I'm going to pissed to hell and back	0
10935	What are the chances Tavon Austin goes to Carolina	Kind of hoping that the Rams trade up and get Tavon Austin	0
10936	What are the chances Tavon Austin goes to Carolina	So I'm hearing the Jets want Tavon Austin	0
10937	What are the chances Tavon Austin goes to Carolina	Tavon Austin is the best football player in the draft	0
10938	What are the chances Tavon Austin goes to Carolina	Tavon Austin is the only cant miss player in this Class	0
10939	What are the chances Tavon Austin goes to Carolina	Tavon Austin is the steal of the draft	0
10940	What are the chances Tavon Austin goes to Carolina	Tavon Austin should of been in the front of the picture	0
10941	What are the chances Tavon Austin goes to Carolina	Tavon austin gon go to the eagles otc	0
10942	What are the chances Tavon Austin goes to Carolina	i think Jets trade the 13 only if Tavon Austin is off the board	0
10943	What are the chances Tavon Austin goes to Carolina	if we want to win NOW we must DRAFT TAVON AUSTIN	0
10944	and manti teo is on the board	Bold prediction Oakland Raiders will draft Manti Teo	0
10945	and manti teo is on the board	Cowboys take Teo 3	0
10946	and manti teo is on the board	Dont be surprised if it's Teo though	0
10947	and manti teo is on the board	Draft tonight hopefully the Vikings can get Manti Teo	0
10948	and manti teo is on the board	Great ESPN is talking how manti teo will be drafted by the Bears	0
10949	and manti teo is on the board	I really want the giants to take TeO	0
10950	and manti teo is on the board	If the bears draft teo I will shit a brick	0
10951	and manti teo is on the board	Please bears dont draft Teo	0
10952	and manti teo is on the board	Sources include Eklund and Manti Teo's girlfriend	0
10953	and manti teo is on the board	now watch Teo go to the league and match him	0
10954	Tim Tebow is officially released from the Jets	I dont know how Tim Tebow made it this far to be honest	0
10955	Tim Tebow is officially released from the Jets	Is IanOConnor serious with that Tebow article	0
10956	Tim Tebow is officially released from the Jets	Jets fuckin stupid for releasing Tim Tebow	1
10957	Tim Tebow is officially released from the Jets	Not just the jets but the whole league in general did Tim Tebow wrong	0
10958	Tim Tebow is officially released from the Jets	The Lingerie Legends Football League Wants Tim Tebow To Become Its	0
10959	Tim Tebow is officially released from the Jets	Tim Tebow Tweets Proverbs Message in Wake of Jets Release	1
10960	Tim Tebow is officially released from the Jets	Tim Tebow lined up as a nonQB on 247 of his snaps last season	0
10961	Tim Tebow is officially released from the Jets	Tim Tebow released after the jets draft Geno Smith	1
10962	Tim Tebow is officially released from the Jets	why are you still talking about Tebow	0
10963	Tim Tebow is officially released from the Jets	yay the Jets finally let go of Tebow	1
10964	Oh man Terrance Williams to the Cowboys	I'm really happy about the Terrance Williams pick	0
10965	Oh man Terrance Williams to the Cowboys	Just got the boy outta Baylor Terrance Williams wide receiever	0
10966	Oh man Terrance Williams to the Cowboys	Like the Terrance Williams pick for Dallas hope he's not Roy E	1
10967	Oh man Terrance Williams to the Cowboys	Not sure WR was a huge need for the Cowboys but man I love Terrance Williams	1
10968	Oh man Terrance Williams to the Cowboys	Terrance Williams from Baylor is coming to Dallas	1
10969	Oh man Terrance Williams to the Cowboys	Terrance Williams is a stud just not a need	0
10970	Oh man Terrance Williams to the Cowboys	Terrance Williams to Cowboys a pick I like	1
10971	Oh man Terrance Williams to the Cowboys	The Cowboys take Terrance Williams from Baylor with the No	1
10972	Oh man Terrance Williams to the Cowboys	WR Terrance Williams Baylor cowboys who's next	1
10973	Oh man Terrance Williams to the Cowboys	With the 74th pick the Dallas Cowboys select Terrance Williams WR from Baylor	1
10974	Terrance Williams is a good wr	Baylor WR Terrance Williams goes to the Cowboys	1
10975	Terrance Williams is a good wr	Baylor's Terrance Williams is a burner on the outside	0
10976	Terrance Williams is a good wr	Cowboys pick Baylor WR Terrance Williams in the 3rd Round	1
10977	Terrance Williams is a good wr	Hell of a value pick with Terrance Williams at 73	1
10978	Terrance Williams is a good wr	I like the pick of WR Terrance Williams	1
10979	Terrance Williams is a good wr	I think the Cowboys just got off the phone with Terrance Williams	0
10980	Terrance Williams is a good wr	Terrance Williams 2 best WR in Draft	1
10981	Terrance Williams is a good wr	Terrance Williams is a damn baller	1
10982	Terrance Williams is a good wr	Terrance Williams is a stud just not a need	0
10983	Terrance Williams is a good wr	Thinking Dallas will take Terrance Williams	0
10984	Terrance Williams godbad idea for the Cowboys	Cowboys finally make a good pick Terrance Williams from Baylor	1
10985	Terrance Williams godbad idea for the Cowboys	Dammit Terrance Williams I really dont wan not applicable cheer for the Cowboys	1
10986	Terrance Williams godbad idea for the Cowboys	I like Terrance Williams not sure that WR is a need	0
10987	Terrance Williams godbad idea for the Cowboys	I like Terrance Williams to Dallas	1
10988	Terrance Williams godbad idea for the Cowboys	Terrance Williams not a bad pick	0
10989	Terrance Williams godbad idea for the Cowboys	Terrance Williams to CowboysNation I like the pick	1
10990	Terrance Williams godbad idea for the Cowboys	The Dallas Cowboys have drafted Baylor WR Terrance Williams with their first thirdround pick	1
10991	Terrance Williams godbad idea for the Cowboys	Think they just got off the phone with Terrance Williams	0
10992	Terrance Williams godbad idea for the Cowboys	Welcome to DA BOYS Terrance Williams	0
10993	Terrance Williams godbad idea for the Cowboys	Wow Cowboys got Terrance Williams from Baylor Man this is gon not applicable be the new Irvin Harper	1
10994	Love the Cowboys pick of Baylor WR Terrance Williams	Great to see Terrance Williams stay in Texas	1
10995	Love the Cowboys pick of Baylor WR Terrance Williams	I actually like the Terrance Williams pick	1
10996	Love the Cowboys pick of Baylor WR Terrance Williams	I called the Terrance Williams to Cowboys just to let yall know	1
10997	Love the Cowboys pick of Baylor WR Terrance Williams	I like Terrance Williams a lot	0
10998	Love the Cowboys pick of Baylor WR Terrance Williams	Love the Terrance Williams pick for Dallas	1
10999	Love the Cowboys pick of Baylor WR Terrance Williams	Loved Terrance Williams really good pick for the Cowboys	1
11000	Love the Cowboys pick of Baylor WR Terrance Williams	Nice pick Jerry Terrance Williams works	1
11001	Love the Cowboys pick of Baylor WR Terrance Williams	Not sure WR was a huge need for the Cowboys but man I love Terrance Williams	0
11002	Love the Cowboys pick of Baylor WR Terrance Williams	Terrance Williams is a great pick for the Cowboys	1
11003	Love the Cowboys pick of Baylor WR Terrance Williams	Terrance Williams was a freaking beast in college	0
11004	Terrance Williams is the first pick I like of the Cowboys	Cowboys pick Baylor WR Terrance Williams in the 3rd Round	0
11005	Terrance Williams is the first pick I like of the Cowboys	Dammit Terrance Williams I really dont wan not applicable cheer for the Cowboys	1
11006	Terrance Williams is the first pick I like of the Cowboys	I at least know who Terrance Williams is	0
11007	Terrance Williams is the first pick I like of the Cowboys	I like Terrance Williams for Dallas	1
11008	Terrance Williams is the first pick I like of the Cowboys	I like the Terrance Williams pick from Baylor	1
11009	Terrance Williams is the first pick I like of the Cowboys	I like this Terrance Williams pick	1
11010	Terrance Williams is the first pick I like of the Cowboys	I would have liked to see Terrance Williams with the Redskins	0
11011	Terrance Williams is the first pick I like of the Cowboys	Terrance Williams I get it but	0
11012	Terrance Williams is the first pick I like of the Cowboys	dude Terrance Williams is a stud	0
11013	Terrance Williams is the first pick I like of the Cowboys	ok i like wr terrance williams baylor wt white hs dallas	0
11014	Nice pick Terrance Williams WR Baylor	Cowboys drafting Baylor wide receiver Terrance Williams	1
11015	Nice pick Terrance Williams WR Baylor	Cowboys have done much better in the 3rd round with Terrance Williams and jj Wilcox	0
11016	Nice pick Terrance Williams WR Baylor	Cowboys pick of Terrance Williams is solid	1
11017	Nice pick Terrance Williams WR Baylor	I like Terrance Williams for Dallas	1
11018	Nice pick Terrance Williams WR Baylor	I like the Terrance Williams pickup	1
11019	Nice pick Terrance Williams WR Baylor	Terrance Williams 2 best WR in Draft	1
11020	Nice pick Terrance Williams WR Baylor	Terrance Williams was the first decent pick the Cowboys have made	1
11021	Nice pick Terrance Williams WR Baylor	dallas cowboys just picked terrance williams as wide receiver	1
11022	Nice pick Terrance Williams WR Baylor	dude Terrance Williams is a stud	0
11023	Nice pick Terrance Williams WR Baylor	my lord terrance williams is so good	0
11024	Terrance Williams is a good wr	Cowboys pick Baylor WR Terrance Williams in the 3rd Round	0
11025	Terrance Williams is a good wr	Damn was hoping that Terrance Williams would drop to the Skins	0
11026	Terrance Williams is a good wr	I actually love the Terrance Williams pick	0
11027	Terrance Williams is a good wr	I'm so happy the cowboys picked up Terrance Williams	0
11028	Terrance Williams is a good wr	So glad the Cowboys drafted Baylor Bear Terrance Williams	0
11029	Terrance Williams is a good wr	Terrance Williams was a stud at Baylor	0
11030	Terrance Williams is a good wr	Terrance Williams welcome to big d	0
11031	Terrance Williams is a good wr	The Cowboys have drafted Terrance Williams with the 74th overall pick	0
11032	Terrance Williams is a good wr	Thinking Dallas will take Terrance Williams	0
11033	Terrance Williams is a good wr	just picked up a good receiver in Terrance Williams	1
11034	Terrance Williams good pick for the cowboys	God damn I fucking hate the cowboys but I really like Terrance Williams	0
11035	Terrance Williams good pick for the cowboys	I hate the cowboys but happy for Terrance Williams	0
11036	Terrance Williams good pick for the cowboys	Loving theCowboys pick of Terrance Williams	1
11037	Terrance Williams good pick for the cowboys	Newest Cowboy Terrance Williams from Baylor	1
11038	Terrance Williams good pick for the cowboys	Terrance Williams ahead of Keenan Allen	0
11039	Terrance Williams good pick for the cowboys	Terrance Williams has been selected by the Dallas Cowboys	1
11040	Terrance Williams good pick for the cowboys	Terrance Williams to CowboysNation I like the pick	1
11041	Terrance Williams good pick for the cowboys	Terrance Williams was a freaking beast in college	0
11042	Terrance Williams good pick for the cowboys	The Cowboys take Terrance Williams from Baylor with the No	1
11043	Terrance Williams good pick for the cowboys	Thinking Dallas will take Terrance Williams	0
11044	Cowboys took Terrance Williams WR from Baylor	Ayeee the Boys got Terrance Williams	1
11045	Cowboys took Terrance Williams WR from Baylor	Def feeling that Terrance Williams pick kid is a playmaker	0
11046	Cowboys took Terrance Williams WR from Baylor	I actually love the Terrance Williams pick	0
11047	Cowboys took Terrance Williams WR from Baylor	I like this pick to go WR Terrance Williams	0
11048	Cowboys took Terrance Williams WR from Baylor	I would rather the Cowboys picked Keenan Allen then Terrance Williams	0
11049	Cowboys took Terrance Williams WR from Baylor	Night was probably made by the cowboys drafting Terrance Williams	1
11050	Cowboys took Terrance Williams WR from Baylor	Oh man Terrance Williams to the Cowboys	1
11051	Cowboys took Terrance Williams WR from Baylor	TERRANCE WILLIAMS COMING BACK HOME TO PLAY FOR THE DALLAS COWBOYS	1
11052	Cowboys took Terrance Williams WR from Baylor	Terrance Williams at 74 is a nice pick	0
11053	Cowboys took Terrance Williams WR from Baylor	We got Terrance Williams lets goo	0
11054	Cowboys took Terrance Williams from Baylor	And the Cowboys select Terrance Williams from Baylor with pick 74	1
11055	Cowboys took Terrance Williams from Baylor	At least the cowboys got a consolation prize with Terrance Williams	1
11056	Cowboys took Terrance Williams from Baylor	Cowboys pick of Terrance Williams is interesting	1
11057	Cowboys took Terrance Williams from Baylor	Incredibly happy with the Terrance Williams pick	1
11058	Cowboys took Terrance Williams from Baylor	Really like the Terrance Williams for the Cowboys	1
11059	Cowboys took Terrance Williams from Baylor	Terrance Williams in the 3rd Round finally someone I like	0
11060	Cowboys took Terrance Williams from Baylor	Terrance Williams welcome to big d	1
11061	Cowboys took Terrance Williams from Baylor	dude Terrance Williams is a stud	0
11062	Cowboys took Terrance Williams from Baylor	just picked up a good receiver in Terrance Williams	1
11063	Cowboys took Terrance Williams from Baylor	or C Travis Frederick WR Terrance Williams	0
11064	Thabo with the broken ankles	Finally Thabo hits a shot	0
11065	Thabo with the broken ankles	James Harden just gave Thabo that work	0
11066	Thabo with the broken ankles	Leeeetsss goooo Thabo with the clutch 3	0
11067	Thabo with the broken ankles	Perkins CLOBBERED Chandler so he couldnt close out on that Thabo 3	0
11068	Thabo with the broken ankles	Serge and Thabo stepping up big time	0
11069	Thabo with the broken ankles	Thabo Sefolosha is doing a real good job of keeping the rockets in this game	0
11070	Thabo with the broken ankles	Thabo just got broke laughing out loud	1
11071	Thabo with the broken ankles	Thabo just hit a huge three OKC up by 4 with a minute to play	0
11072	Thabo with the broken ankles	Thabo will be the difference in this game	0
11073	Thabo with the broken ankles	You can still eat a dick thabo	0
11074	Durrant that 3 was so lucky	But that shooter's roll on that 3	1
11075	Durrant that 3 was so lucky	Harden is the supposed star of the team you take that 3 man	0
11076	Durrant that 3 was so lucky	Harden you pussy take that 3	0
11077	Durrant that 3 was so lucky	I see you with that 3	0
11078	Durrant that 3 was so lucky	I thought that 3 was going in	0
11079	Durrant that 3 was so lucky	Lady Luck was on our side for that 3 Durant put in	1
11080	Durrant that 3 was so lucky	Of course Ill take that 3	0
11081	Durrant that 3 was so lucky	That 3 by Durant had hella bounces before it went in	1
11082	Durrant that 3 was so lucky	That 3 just went in by durant	1
11083	Durrant that 3 was so lucky	with some ridiculous shooter's touch on that 3	0
11084	That 3 by KDTrey5 was just ridiculous	Damn that 3 was so Nice	1
